#conflict,#confvar,#multiconf,#fold,#multifold
5564000,-0.09858,-0.11536,-0.18237,-0.25279
5565000,-0.09857,-0.11528,-0.18235,-0.25271
5566000,-0.09857,-0.11526,-0.18233,-0.25265
5567000,-0.09855,-0.11526,-0.18226,-0.25250
5568000,-0.09855,-0.11523,-0.18226,-0.25247
5569000,-0.09853,-0.11523,-0.18222,-0.25245
5570000,-0.09853,-0.11521,-0.18217,-0.25239
5571000,-0.09853,-0.11519,-0.18217,-0.25237
5572000,-0.09853,-0.11515,-0.18211,-0.25226
5573000,-0.09853,-0.11511,-0.18208,-0.25221
5574000,-0.09853,-0.11511,-0.18191,-0.25213
5575000,-0.09853,-0.11511,-0.18191,-0.25205
5576000,-0.09853,-0.11507,-0.18186,-0.25198
5577000,-0.09849,-0.11504,-0.18180,-0.25192
5578000,-0.09847,-0.11502,-0.18171,-0.25185
5579000,-0.09847,-0.11502,-0.18168,-0.25174
5580000,-0.09847,-0.11502,-0.18164,-0.25174
5581000,-0.09846,-0.11502,-0.18164,-0.25169
5582000,-0.09846,-0.11502,-0.18162,-0.25169
5583000,-0.09846,-0.11502,-0.18160,-0.25166
5584000,-0.09844,-0.11500,-0.18157,-0.25164
5585000,-0.09842,-0.11498,-0.18155,-0.25159
5586000,-0.09842,-0.11498,-0.18155,-0.25159
5587000,-0.09840,-0.11494,-0.18146,-0.25156
5588000,-0.09840,-0.11494,-0.18144,-0.25148
5589000,-0.09840,-0.11486,-0.18133,-0.25143
5590000,-0.09838,-0.11485,-0.18126,-0.25138
5591000,-0.09838,-0.11479,-0.18126,-0.25133
5592000,-0.09838,-0.11479,-0.18124,-0.25127
5593000,-0.09838,-0.11477,-0.18120,-0.25122
5594000,-0.09836,-0.11473,-0.18120,-0.25117
5595000,-0.09836,-0.11469,-0.18115,-0.25112
5596000,-0.09833,-0.11467,-0.18113,-0.25101
5597000,-0.09829,-0.11466,-0.18111,-0.25094
5598000,-0.09829,-0.11462,-0.18106,-0.25088
5599000,-0.09827,-0.11460,-0.18102,-0.25086
5600000,-0.09825,-0.11456,-0.18098,-0.25075
5601000,-0.09825,-0.11456,-0.18098,-0.25070
5602000,-0.09824,-0.11452,-0.18095,-0.25062
5603000,-0.09822,-0.11452,-0.18095,-0.25055
5604000,-0.09820,-0.11450,-0.18093,-0.25055
5605000,-0.09820,-0.11448,-0.18093,-0.25049
5606000,-0.09820,-0.11448,-0.18093,-0.25049
5607000,-0.09820,-0.11448,-0.18093,-0.25049
5608000,-0.09820,-0.11448,-0.18093,-0.25049
5609000,-0.09818,-0.11448,-0.18093,-0.25047
5610000,-0.09818,-0.11448,-0.18091,-0.25047
5611000,-0.09818,-0.11448,-0.18091,-0.25047
5612000,-0.09818,-0.11448,-0.18091,-0.25044
5613000,-0.09818,-0.11448,-0.18091,-0.25044
5614000,-0.09816,-0.11448,-0.18091,-0.25044
5615000,-0.09816,-0.11448,-0.18091,-0.25044
5616000,-0.09816,-0.11448,-0.18091,-0.25044
5617000,-0.09816,-0.11448,-0.18091,-0.25044
5618000,-0.09814,-0.11448,-0.18091,-0.25044
5619000,-0.09814,-0.11448,-0.18091,-0.25044
5620000,-0.09814,-0.11448,-0.18091,-0.25044
5621000,-0.09814,-0.11448,-0.18091,-0.25042
5622000,-0.09814,-0.11448,-0.18091,-0.25042
5623000,-0.09814,-0.11447,-0.18091,-0.25042
5624000,-0.09814,-0.11447,-0.18091,-0.25042
5625000,-0.09814,-0.11447,-0.18091,-0.25042
5626000,-0.09814,-0.11447,-0.18091,-0.25042
5627000,-0.09814,-0.11447,-0.18091,-0.25042
5628000,-0.09814,-0.11447,-0.18091,-0.25039
5629000,-0.09814,-0.11447,-0.18089,-0.25039
5630000,-0.09814,-0.11447,-0.18089,-0.25039
5631000,-0.09814,-0.11447,-0.18089,-0.25036
5632000,-0.09814,-0.11447,-0.18089,-0.25036
5633000,-0.09814,-0.11447,-0.18089,-0.25036
5634000,-0.09814,-0.11447,-0.18089,-0.25036
5635000,-0.09814,-0.11447,-0.18089,-0.25036
5636000,-0.09814,-0.11447,-0.18089,-0.25036
5637000,-0.09814,-0.11447,-0.18089,-0.25036
5638000,-0.09814,-0.11447,-0.18089,-0.25036
5639000,-0.09814,-0.11447,-0.18089,-0.25036
5640000,-0.09814,-0.11447,-0.18089,-0.25036
5641000,-0.09814,-0.11447,-0.18089,-0.25036
5642000,-0.09814,-0.11447,-0.18089,-0.25036
5643000,-0.09814,-0.11447,-0.18089,-0.25036
5644000,-0.09814,-0.11447,-0.18089,-0.25036
5645000,-0.09814,-0.11447,-0.18089,-0.25036
5646000,-0.09814,-0.11447,-0.18089,-0.25036
5647000,-0.09814,-0.11447,-0.18089,-0.25036
5648000,-0.09814,-0.11447,-0.18089,-0.25034
5649000,-0.09814,-0.11447,-0.18089,-0.25034
5650000,-0.09814,-0.11447,-0.18089,-0.25034
5651000,-0.09814,-0.11447,-0.18089,-0.25034
5652000,-0.09814,-0.11447,-0.18089,-0.25031
5653000,-0.09814,-0.11447,-0.18089,-0.25031
5654000,-0.09814,-0.11447,-0.18089,-0.25031
5655000,-0.09814,-0.11447,-0.18089,-0.25031
5656000,-0.09814,-0.11447,-0.18089,-0.25031
5657000,-0.09814,-0.11447,-0.18089,-0.25031
5658000,-0.09814,-0.11447,-0.18089,-0.25031
5659000,-0.09814,-0.11447,-0.18089,-0.25031
5660000,-0.09814,-0.11447,-0.18089,-0.25031
5661000,-0.09814,-0.11447,-0.18089,-0.25031
5662000,-0.09814,-0.11447,-0.18089,-0.25031
5663000,-0.09814,-0.11447,-0.18089,-0.25031
5664000,-0.09814,-0.11447,-0.18089,-0.25031
5665000,-0.09814,-0.11447,-0.18089,-0.25031
5666000,-0.09814,-0.11447,-0.18089,-0.25031
5667000,-0.09814,-0.11447,-0.18087,-0.25031
5668000,-0.09814,-0.11447,-0.18087,-0.25031
5669000,-0.09814,-0.11447,-0.18087,-0.25031
5670000,-0.09814,-0.11447,-0.18087,-0.25031
5671000,-0.09814,-0.11447,-0.18087,-0.25031
5672000,-0.09814,-0.11447,-0.18084,-0.25029
5673000,-0.09814,-0.11447,-0.18084,-0.25029
5674000,-0.09814,-0.11447,-0.18084,-0.25029
5675000,-0.09813,-0.11445,-0.18084,-0.25029
5676000,-0.09813,-0.11445,-0.18084,-0.25029
5677000,-0.09813,-0.11445,-0.18084,-0.25026
5678000,-0.09813,-0.11445,-0.18084,-0.25026
5679000,-0.09813,-0.11445,-0.18084,-0.25023
5680000,-0.09813,-0.11445,-0.18084,-0.25023
5681000,-0.09813,-0.11445,-0.18084,-0.25023
5682000,-0.09813,-0.11445,-0.18084,-0.25023
5683000,-0.09813,-0.11445,-0.18084,-0.25023
5684000,-0.09813,-0.11443,-0.18084,-0.25023
5685000,-0.09813,-0.11443,-0.18084,-0.25023
5686000,-0.09811,-0.11443,-0.18084,-0.25023
5687000,-0.09811,-0.11443,-0.18084,-0.25023
5688000,-0.09811,-0.11443,-0.18084,-0.25023
5689000,-0.09811,-0.11443,-0.18084,-0.25023
5690000,-0.09811,-0.11443,-0.18084,-0.25023
5691000,-0.09811,-0.11441,-0.18084,-0.25023
5692000,-0.09811,-0.11441,-0.18084,-0.25023
5693000,-0.09811,-0.11441,-0.18084,-0.25023
5694000,-0.09811,-0.11441,-0.18084,-0.25023
5695000,-0.09811,-0.11439,-0.18084,-0.25023
5696000,-0.09811,-0.11439,-0.18084,-0.25023
5697000,-0.09811,-0.11439,-0.18084,-0.25023
5698000,-0.09811,-0.11439,-0.18084,-0.25023
5699000,-0.09811,-0.11439,-0.18084,-0.25023
5700000,-0.09811,-0.11439,-0.18084,-0.25023
5701000,-0.09809,-0.11439,-0.18084,-0.25023
5702000,-0.09809,-0.11439,-0.18082,-0.25023
5703000,-0.09809,-0.11439,-0.18082,-0.25023
5704000,-0.09809,-0.11439,-0.18082,-0.25023
5705000,-0.09809,-0.11439,-0.18082,-0.25023
5706000,-0.09809,-0.11439,-0.18082,-0.25023
5707000,-0.09809,-0.11439,-0.18082,-0.25023
5708000,-0.09807,-0.11439,-0.18082,-0.25023
5709000,-0.09807,-0.11439,-0.18080,-0.25023
5710000,-0.09807,-0.11437,-0.18069,-0.25008
5711000,-0.09803,-0.11435,-0.18064,-0.24992
5712000,-0.09803,-0.11433,-0.18062,-0.24985
5713000,-0.09803,-0.11433,-0.18056,-0.24974
5714000,-0.09803,-0.11433,-0.18056,-0.24966
5715000,-0.09800,-0.11430,-0.18056,-0.24964
5716000,-0.09800,-0.11430,-0.18051,-0.24961
5717000,-0.09794,-0.11426,-0.18049,-0.24956
5718000,-0.09793,-0.11422,-0.18049,-0.24953
5719000,-0.09793,-0.11422,-0.18047,-0.24948
5720000,-0.09793,-0.11420,-0.18038,-0.24940
5721000,-0.09791,-0.11418,-0.18036,-0.24933
5722000,-0.09789,-0.11414,-0.18033,-0.24930
5723000,-0.09789,-0.11414,-0.18025,-0.24925
5724000,-0.09789,-0.11414,-0.18020,-0.24917
5725000,-0.09789,-0.11414,-0.18020,-0.24917
5726000,-0.09789,-0.11414,-0.18020,-0.24917
5727000,-0.09789,-0.11414,-0.18016,-0.24899
5728000,-0.09785,-0.11414,-0.18014,-0.24881
5729000,-0.09785,-0.11411,-0.18014,-0.24881
5730000,-0.09785,-0.11405,-0.18014,-0.24876
5731000,-0.09785,-0.11405,-0.18009,-0.24863
5732000,-0.09785,-0.11403,-0.18003,-0.24860
5733000,-0.09783,-0.11401,-0.18003,-0.24855
5734000,-0.09783,-0.11399,-0.18000,-0.24852
5735000,-0.09783,-0.11397,-0.17996,-0.24852
5736000,-0.09783,-0.11395,-0.17994,-0.24845
5737000,-0.09783,-0.11395,-0.17992,-0.24842
5738000,-0.09783,-0.11395,-0.17992,-0.24842
5739000,-0.09783,-0.11395,-0.17992,-0.24840
5740000,-0.09783,-0.11395,-0.17992,-0.24840
5741000,-0.09783,-0.11392,-0.17983,-0.24832
5742000,-0.09782,-0.11388,-0.17978,-0.24832
5743000,-0.09782,-0.11388,-0.17978,-0.24827
5744000,-0.09782,-0.11388,-0.17972,-0.24827
5745000,-0.09780,-0.11384,-0.17969,-0.24821
5746000,-0.09778,-0.11382,-0.17969,-0.24819
5747000,-0.09774,-0.11378,-0.17967,-0.24814
5748000,-0.09772,-0.11376,-0.17965,-0.24809
5749000,-0.09771,-0.11376,-0.17963,-0.24809
5750000,-0.09771,-0.11376,-0.17961,-0.24801
5751000,-0.09771,-0.11375,-0.17961,-0.24796
5752000,-0.09771,-0.11371,-0.17961,-0.24788
5753000,-0.09771,-0.11371,-0.17956,-0.24785
5754000,-0.09771,-0.11371,-0.17952,-0.24783
5755000,-0.09771,-0.11371,-0.17952,-0.24783
5756000,-0.09771,-0.11369,-0.17952,-0.24778
5757000,-0.09767,-0.11365,-0.17947,-0.24775
5758000,-0.09761,-0.11357,-0.17945,-0.24770
5759000,-0.09761,-0.11356,-0.17939,-0.24759
5760000,-0.09761,-0.11356,-0.17939,-0.24757
5761000,-0.09756,-0.11350,-0.17936,-0.24754
5762000,-0.09756,-0.11348,-0.17932,-0.24749
5763000,-0.09756,-0.11346,-0.17930,-0.24741
5764000,-0.09754,-0.11346,-0.17930,-0.24741
5765000,-0.09750,-0.11340,-0.17925,-0.24734
5766000,-0.09750,-0.11339,-0.17923,-0.24734
5767000,-0.09750,-0.11337,-0.17921,-0.24731
5768000,-0.09750,-0.11337,-0.17921,-0.24729
5769000,-0.09750,-0.11337,-0.17919,-0.24723
5770000,-0.09750,-0.11335,-0.17914,-0.24718
5771000,-0.09750,-0.11333,-0.17912,-0.24711
5772000,-0.09750,-0.11331,-0.17912,-0.24708
5773000,-0.09749,-0.11327,-0.17912,-0.24703
5774000,-0.09747,-0.11327,-0.17910,-0.24695
5775000,-0.09745,-0.11318,-0.17903,-0.24682
5776000,-0.09743,-0.11316,-0.17899,-0.24674
5777000,-0.09743,-0.11314,-0.17899,-0.24674
5778000,-0.09741,-0.11312,-0.17895,-0.24667
5779000,-0.09741,-0.11312,-0.17895,-0.24664
5780000,-0.09741,-0.11312,-0.17892,-0.24662
5781000,-0.09741,-0.11312,-0.17886,-0.24656
5782000,-0.09738,-0.11312,-0.17884,-0.24656
5783000,-0.09738,-0.11312,-0.17877,-0.24656
5784000,-0.09734,-0.11310,-0.17875,-0.24651
5785000,-0.09732,-0.11308,-0.17872,-0.24651
5786000,-0.09730,-0.11308,-0.17872,-0.24646
5787000,-0.09730,-0.11308,-0.17868,-0.24641
5788000,-0.09730,-0.11306,-0.17866,-0.24633
5789000,-0.09730,-0.11304,-0.17855,-0.24628
5790000,-0.09730,-0.11304,-0.17853,-0.24623
5791000,-0.09730,-0.11304,-0.17850,-0.24623
5792000,-0.09729,-0.11304,-0.17850,-0.24618
5793000,-0.09727,-0.11301,-0.17848,-0.24610
5794000,-0.09727,-0.11299,-0.17844,-0.24600
5795000,-0.09727,-0.11299,-0.17842,-0.24600
5796000,-0.09727,-0.11297,-0.17839,-0.24600
5797000,-0.09727,-0.11297,-0.17839,-0.24600
5798000,-0.09727,-0.11297,-0.17824,-0.24595
5799000,-0.09727,-0.11295,-0.17824,-0.24592
5800000,-0.09727,-0.11291,-0.17824,-0.24587
5801000,-0.09721,-0.11287,-0.17820,-0.24582
5802000,-0.09719,-0.11287,-0.17820,-0.24572
5803000,-0.09718,-0.11287,-0.17820,-0.24561
5804000,-0.09716,-0.11286,-0.17817,-0.24559
5805000,-0.09716,-0.11286,-0.17817,-0.24556
5806000,-0.09714,-0.11282,-0.17811,-0.24546
5807000,-0.09714,-0.11282,-0.17798,-0.24536
5808000,-0.09712,-0.11278,-0.17798,-0.24530
5809000,-0.09712,-0.11276,-0.17798,-0.24530
5810000,-0.09710,-0.11268,-0.17796,-0.24525
5811000,-0.09710,-0.11268,-0.17791,-0.24525
5812000,-0.09710,-0.11268,-0.17789,-0.24520
5813000,-0.09710,-0.11267,-0.17789,-0.24510
5814000,-0.09710,-0.11267,-0.17787,-0.24510
5815000,-0.09710,-0.11267,-0.17778,-0.24510
5816000,-0.09710,-0.11265,-0.17774,-0.24510
5817000,-0.09710,-0.11263,-0.17771,-0.24500
5818000,-0.09709,-0.11261,-0.17767,-0.24497
5819000,-0.09707,-0.11259,-0.17767,-0.24492
5820000,-0.09705,-0.11259,-0.17765,-0.24489
5821000,-0.09705,-0.11257,-0.17763,-0.24487
5822000,-0.09703,-0.11255,-0.17754,-0.24482
5823000,-0.09701,-0.11253,-0.17752,-0.24477
5824000,-0.09701,-0.11251,-0.17752,-0.24469
5825000,-0.09701,-0.11250,-0.17743,-0.24469
5826000,-0.09701,-0.11250,-0.17743,-0.24461
5827000,-0.09701,-0.11250,-0.17741,-0.24456
5828000,-0.09701,-0.11250,-0.17732,-0.24446
5829000,-0.09701,-0.11250,-0.17730,-0.24446
5830000,-0.09701,-0.11250,-0.17730,-0.24438
5831000,-0.09701,-0.11250,-0.17730,-0.24431
5832000,-0.09698,-0.11250,-0.17727,-0.24428
5833000,-0.09698,-0.11250,-0.17727,-0.24428
5834000,-0.09696,-0.11248,-0.17725,-0.24425
5835000,-0.09696,-0.11248,-0.17725,-0.24425
5836000,-0.09696,-0.11248,-0.17725,-0.24413
5837000,-0.09696,-0.11248,-0.17714,-0.24405
5838000,-0.09696,-0.11246,-0.17710,-0.24402
5839000,-0.09694,-0.11246,-0.17706,-0.24397
5840000,-0.09690,-0.11240,-0.17701,-0.24392
5841000,-0.09688,-0.11240,-0.17699,-0.24387
5842000,-0.09688,-0.11240,-0.17699,-0.24387
5843000,-0.09688,-0.11240,-0.17699,-0.24384
5844000,-0.09688,-0.11240,-0.17699,-0.24379
5845000,-0.09687,-0.11238,-0.17695,-0.24377
5846000,-0.09687,-0.11233,-0.17690,-0.24374
5847000,-0.09687,-0.11231,-0.17686,-0.24369
5848000,-0.09687,-0.11231,-0.17677,-0.24367
5849000,-0.09687,-0.11229,-0.17677,-0.24367
5850000,-0.09687,-0.11225,-0.17670,-0.24364
5851000,-0.09687,-0.11225,-0.17668,-0.24361
5852000,-0.09685,-0.11223,-0.17657,-0.24356
5853000,-0.09683,-0.11223,-0.17653,-0.24346
5854000,-0.09681,-0.11219,-0.17651,-0.24344
5855000,-0.09681,-0.11216,-0.17651,-0.24331
5856000,-0.09681,-0.11216,-0.17649,-0.24328
5857000,-0.09678,-0.11208,-0.17646,-0.24321
5858000,-0.09676,-0.11208,-0.17640,-0.24315
5859000,-0.09676,-0.11208,-0.17638,-0.24310
5860000,-0.09676,-0.11202,-0.17629,-0.24305
5861000,-0.09676,-0.11202,-0.17624,-0.24303
5862000,-0.09674,-0.11202,-0.17618,-0.24303
5863000,-0.09674,-0.11200,-0.17616,-0.24295
5864000,-0.09674,-0.11200,-0.17616,-0.24287
5865000,-0.09672,-0.11200,-0.17611,-0.24282
5866000,-0.09672,-0.11199,-0.17607,-0.24277
5867000,-0.09672,-0.11197,-0.17605,-0.24272
5868000,-0.09672,-0.11193,-0.17605,-0.24272
5869000,-0.09670,-0.11193,-0.17603,-0.24264
5870000,-0.09667,-0.11193,-0.17603,-0.24259
5871000,-0.09667,-0.11193,-0.17600,-0.24252
5872000,-0.09665,-0.11191,-0.17598,-0.24247
5873000,-0.09663,-0.11189,-0.17596,-0.24247
5874000,-0.09663,-0.11187,-0.17594,-0.24236
5875000,-0.09663,-0.11187,-0.17589,-0.24226
5876000,-0.09663,-0.11187,-0.17589,-0.24219
5877000,-0.09661,-0.11185,-0.17589,-0.24216
5878000,-0.09661,-0.11185,-0.17589,-0.24216
5879000,-0.09661,-0.11183,-0.17589,-0.24216
5880000,-0.09661,-0.11182,-0.17589,-0.24208
5881000,-0.09659,-0.11180,-0.17587,-0.24206
5882000,-0.09657,-0.11176,-0.17585,-0.24206
5883000,-0.09657,-0.11174,-0.17585,-0.24203
5884000,-0.09657,-0.11174,-0.17585,-0.24201
5885000,-0.09652,-0.11172,-0.17583,-0.24198
5886000,-0.09652,-0.11172,-0.17581,-0.24193
5887000,-0.09652,-0.11172,-0.17579,-0.24188
5888000,-0.09652,-0.11172,-0.17579,-0.24188
5889000,-0.09652,-0.11170,-0.17576,-0.24185
5890000,-0.09652,-0.11170,-0.17576,-0.24180
5891000,-0.09652,-0.11170,-0.17572,-0.24178
5892000,-0.09650,-0.11168,-0.17572,-0.24168
5893000,-0.09648,-0.11165,-0.17572,-0.24168
5894000,-0.09645,-0.11163,-0.17570,-0.24165
5895000,-0.09645,-0.11163,-0.17561,-0.24160
5896000,-0.09645,-0.11163,-0.17559,-0.24157
5897000,-0.09645,-0.11163,-0.17557,-0.24152
5898000,-0.09645,-0.11163,-0.17546,-0.24152
5899000,-0.09645,-0.11163,-0.17539,-0.24145
5900000,-0.09645,-0.11161,-0.17537,-0.24142
5901000,-0.09645,-0.11161,-0.17533,-0.24135
5902000,-0.09645,-0.11161,-0.17533,-0.24135
5903000,-0.09645,-0.11157,-0.17530,-0.24135
5904000,-0.09639,-0.11157,-0.17528,-0.24135
5905000,-0.09639,-0.11157,-0.17528,-0.24129
5906000,-0.09637,-0.11157,-0.17524,-0.24129
5907000,-0.09637,-0.11157,-0.17524,-0.24124
5908000,-0.09637,-0.11157,-0.17524,-0.24124
5909000,-0.09637,-0.11157,-0.17522,-0.24124
5910000,-0.09636,-0.11157,-0.17520,-0.24114
5911000,-0.09634,-0.11155,-0.17517,-0.24114
5912000,-0.09634,-0.11155,-0.17515,-0.24107
5913000,-0.09634,-0.11153,-0.17506,-0.24104
5914000,-0.09634,-0.11153,-0.17498,-0.24104
5915000,-0.09632,-0.11151,-0.17498,-0.24104
5916000,-0.09632,-0.11151,-0.17498,-0.24102
5917000,-0.09632,-0.11151,-0.17495,-0.24096
5918000,-0.09632,-0.11151,-0.17495,-0.24094
5919000,-0.09630,-0.11148,-0.17493,-0.24086
5920000,-0.09630,-0.11144,-0.17487,-0.24084
5921000,-0.09630,-0.11144,-0.17487,-0.24084
5922000,-0.09630,-0.11144,-0.17485,-0.24084
5923000,-0.09630,-0.11144,-0.17482,-0.24081
5924000,-0.09630,-0.11144,-0.17482,-0.24081
5925000,-0.09630,-0.11142,-0.17482,-0.24081
5926000,-0.09628,-0.11138,-0.17480,-0.24076
5927000,-0.09628,-0.11136,-0.17478,-0.24076
5928000,-0.09627,-0.11133,-0.17476,-0.24071
5929000,-0.09627,-0.11133,-0.17474,-0.24063
5930000,-0.09625,-0.11131,-0.17471,-0.24061
5931000,-0.09625,-0.11129,-0.17469,-0.24061
5932000,-0.09623,-0.11127,-0.17465,-0.24058
5933000,-0.09623,-0.11123,-0.17461,-0.24056
5934000,-0.09623,-0.11123,-0.17458,-0.24056
5935000,-0.09623,-0.11121,-0.17456,-0.24053
5936000,-0.09623,-0.11121,-0.17454,-0.24046
5937000,-0.09621,-0.11121,-0.17454,-0.24046
5938000,-0.09621,-0.11119,-0.17452,-0.24046
5939000,-0.09621,-0.11117,-0.17452,-0.24033
5940000,-0.09621,-0.11117,-0.17448,-0.24025
5941000,-0.09621,-0.11116,-0.17443,-0.24025
5942000,-0.09621,-0.11114,-0.17439,-0.24015
5943000,-0.09621,-0.11114,-0.17434,-0.24005
5944000,-0.09621,-0.11112,-0.17432,-0.24003
5945000,-0.09621,-0.11112,-0.17430,-0.24000
5946000,-0.09619,-0.11112,-0.17430,-0.23990
5947000,-0.09617,-0.11110,-0.17430,-0.23990
5948000,-0.09616,-0.11108,-0.17428,-0.23987
5949000,-0.09616,-0.11106,-0.17424,-0.23987
5950000,-0.09616,-0.11104,-0.17421,-0.23985
5951000,-0.09614,-0.11104,-0.17413,-0.23980
5952000,-0.09612,-0.11104,-0.17413,-0.23980
5953000,-0.09612,-0.11104,-0.17413,-0.23970
5954000,-0.09612,-0.11104,-0.17410,-0.23967
5955000,-0.09612,-0.11104,-0.17408,-0.23967
5956000,-0.09612,-0.11104,-0.17408,-0.23967
5957000,-0.09612,-0.11102,-0.17408,-0.23967
5958000,-0.09612,-0.11102,-0.17408,-0.23962
5959000,-0.09610,-0.11101,-0.17406,-0.23957
5960000,-0.09608,-0.11101,-0.17404,-0.23952
5961000,-0.09608,-0.11099,-0.17397,-0.23947
5962000,-0.09608,-0.11099,-0.17397,-0.23947
5963000,-0.09608,-0.11095,-0.17395,-0.23939
5964000,-0.09608,-0.11095,-0.17389,-0.23921
5965000,-0.09608,-0.11095,-0.17387,-0.23919
5966000,-0.09608,-0.11095,-0.17384,-0.23919
5967000,-0.09606,-0.11093,-0.17382,-0.23914
5968000,-0.09606,-0.11093,-0.17382,-0.23914
5969000,-0.09606,-0.11093,-0.17378,-0.23911
5970000,-0.09606,-0.11091,-0.17378,-0.23896
5971000,-0.09606,-0.11091,-0.17376,-0.23891
5972000,-0.09605,-0.11091,-0.17376,-0.23886
5973000,-0.09605,-0.11091,-0.17367,-0.23878
5974000,-0.09605,-0.11087,-0.17365,-0.23876
5975000,-0.09605,-0.11087,-0.17363,-0.23876
5976000,-0.09605,-0.11087,-0.17363,-0.23873
5977000,-0.09603,-0.11087,-0.17360,-0.23873
5978000,-0.09603,-0.11087,-0.17358,-0.23873
5979000,-0.09603,-0.11085,-0.17356,-0.23871
5980000,-0.09603,-0.11084,-0.17352,-0.23866
5981000,-0.09603,-0.11082,-0.17352,-0.23863
5982000,-0.09603,-0.11080,-0.17350,-0.23861
5983000,-0.09603,-0.11080,-0.17347,-0.23856
5984000,-0.09603,-0.11078,-0.17347,-0.23856
5985000,-0.09603,-0.11078,-0.17347,-0.23853
5986000,-0.09601,-0.11074,-0.17341,-0.23846
5987000,-0.09599,-0.11072,-0.17339,-0.23846
5988000,-0.09599,-0.11072,-0.17339,-0.23838
5989000,-0.09599,-0.11072,-0.17336,-0.23836
5990000,-0.09599,-0.11070,-0.17336,-0.23830
5991000,-0.09597,-0.11070,-0.17334,-0.23828
5992000,-0.09597,-0.11069,-0.17328,-0.23823
5993000,-0.09597,-0.11069,-0.17326,-0.23818
5994000,-0.09596,-0.11065,-0.17321,-0.23808
5995000,-0.09596,-0.11065,-0.17319,-0.23808
5996000,-0.09596,-0.11063,-0.17319,-0.23803
5997000,-0.09594,-0.11059,-0.17317,-0.23798
5998000,-0.09594,-0.11059,-0.17317,-0.23798
5999000,-0.09594,-0.11059,-0.17315,-0.23793
6000000,-0.09594,-0.11059,-0.17313,-0.23793
6001000,-0.09594,-0.11057,-0.17310,-0.23790
6002000,-0.09594,-0.11055,-0.17308,-0.23788
6003000,-0.09592,-0.11055,-0.17300,-0.23788
6004000,-0.09592,-0.11055,-0.17300,-0.23788
6005000,-0.09592,-0.11055,-0.17300,-0.23788
6006000,-0.09590,-0.11053,-0.17297,-0.23785
6007000,-0.09588,-0.11050,-0.17297,-0.23785
6008000,-0.09588,-0.11050,-0.17297,-0.23783
6009000,-0.09588,-0.11048,-0.17295,-0.23775
6010000,-0.09588,-0.11048,-0.17295,-0.23772
6011000,-0.09588,-0.11048,-0.17291,-0.23770
6012000,-0.09588,-0.11046,-0.17289,-0.23767
6013000,-0.09588,-0.11044,-0.17289,-0.23765
6014000,-0.09588,-0.11044,-0.17286,-0.23760
6015000,-0.09586,-0.11040,-0.17282,-0.23757
6016000,-0.09585,-0.11040,-0.17280,-0.23757
6017000,-0.09585,-0.11040,-0.17278,-0.23755
6018000,-0.09583,-0.11040,-0.17271,-0.23755
6019000,-0.09583,-0.11040,-0.17267,-0.23747
6020000,-0.09583,-0.11038,-0.17267,-0.23740
6021000,-0.09581,-0.11038,-0.17267,-0.23737
6022000,-0.09579,-0.11037,-0.17267,-0.23727
6023000,-0.09577,-0.11037,-0.17265,-0.23722
6024000,-0.09577,-0.11037,-0.17263,-0.23712
6025000,-0.09577,-0.11035,-0.17260,-0.23707
6026000,-0.09576,-0.11033,-0.17260,-0.23704
6027000,-0.09574,-0.11033,-0.17258,-0.23697
6028000,-0.09574,-0.11033,-0.17256,-0.23697
6029000,-0.09574,-0.11033,-0.17256,-0.23692
6030000,-0.09574,-0.11033,-0.17254,-0.23687
6031000,-0.09574,-0.11033,-0.17252,-0.23674
6032000,-0.09574,-0.11033,-0.17250,-0.23669
6033000,-0.09574,-0.11033,-0.17247,-0.23667
6034000,-0.09574,-0.11033,-0.17239,-0.23659
6035000,-0.09574,-0.11033,-0.17237,-0.23659
6036000,-0.09574,-0.11033,-0.17234,-0.23657
6037000,-0.09574,-0.11031,-0.17232,-0.23649
6038000,-0.09574,-0.11031,-0.17230,-0.23649
6039000,-0.09574,-0.11031,-0.17230,-0.23644
6040000,-0.09574,-0.11031,-0.17228,-0.23642
6041000,-0.09572,-0.11025,-0.17226,-0.23636
6042000,-0.09572,-0.11025,-0.17221,-0.23631
6043000,-0.09572,-0.11025,-0.17219,-0.23621
6044000,-0.09570,-0.11023,-0.17217,-0.23614
6045000,-0.09570,-0.11023,-0.17215,-0.23611
6046000,-0.09570,-0.11023,-0.17215,-0.23611
6047000,-0.09570,-0.11023,-0.17211,-0.23609
6048000,-0.09570,-0.11021,-0.17211,-0.23604
6049000,-0.09568,-0.11020,-0.17211,-0.23601
6050000,-0.09568,-0.11016,-0.17211,-0.23599
6051000,-0.09568,-0.11016,-0.17202,-0.23594
6052000,-0.09566,-0.11014,-0.17193,-0.23591
6053000,-0.09565,-0.11012,-0.17193,-0.23589
6054000,-0.09565,-0.11010,-0.17191,-0.23586
6055000,-0.09565,-0.11008,-0.17187,-0.23581
6056000,-0.09565,-0.11008,-0.17187,-0.23581
6057000,-0.09563,-0.11008,-0.17185,-0.23579
6058000,-0.09563,-0.11008,-0.17185,-0.23574
6059000,-0.09563,-0.11006,-0.17185,-0.23571
6060000,-0.09563,-0.11006,-0.17182,-0.23571
6061000,-0.09563,-0.11006,-0.17182,-0.23564
6062000,-0.09563,-0.11005,-0.17178,-0.23559
